id,repo,method,docstring,path,helpers,gptOutput
6621cd80cda9bd4817b10f64,tony19/logback-android,"public Map<String, String> getEffectiveConverterMap() {
    Map<String, String> effectiveMap = new HashMap<String, String>();

    // add the least specific map fist
    Map<String, String> defaultMap = getDefaultConverterMap();
    if (defaultMap != null) {
      effectiveMap.putAll(defaultMap);
    }

    // contextMap is more specific than the default map
    Context context = getContext();
    if (context != null) {
      @SuppressWarnings(""unchecked"")
      Map<String, String> contextMap = (Map<String, String>) context
          .getObject(CoreConstants.PATTERN_RULE_REGISTRY);
      if (contextMap != null) {
        effectiveMap.putAll(contextMap);
      }
    }
    return effectiveMap;
  }",Returns a map where the default converter map is merged with the map contained in the context .,logback-android/src/main/java/ch/qos/logback/core/html/HTMLLayoutBase.java,"[{'Syntax': 'getDefaultConverterMap()', 'FunctionName': 'getDefaultConverterMap', 'ArgsCount': 0, 'MethodBody': 'public  Map<String, String> getDefaultConverterMap() {\n    return converterMap;\n  }', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/SamplePatternLayout.java'}, {'Syntax': 'getContext()', 'FunctionName': 'getContext', 'ArgsCount': 0, 'MethodBody': 'abstract public Context getContext();', 'FileName': '/tony19/logback-android/logback-android/src/test/java/ch/qos/logback/core/pattern/parser/AbstractPatternLayoutBaseTest.java'}, {'Syntax': 'context\n          .getObject(CoreConstants.PATTERN_RULE_REGISTRY)', 'FunctionName': 'getObject', 'ArgsCount': 1, 'MethodBody': 'public Object getObject(String key) {\n    return objectMap.get(key);\n  }', 'FileName': '/tony19/logback-android/logback-android/src/main/java/ch/qos/logback/core/ContextBase.java'}]"
6621cd81cda9bd4817b10f6f,RestComm/jain-slee,"public boolean attachTimer(TimerID timerID) {
		final Node node = getAttachedTimersNode(true);
		if (!node.hasChild(timerID)) {
			node.addChild(Fqn.fromElements(timerID));
			return true;
		}
		else {
			return false;
		}
	}",Attaches a timer,container/activities/src/main/java/org/mobicents/slee/runtime/activity/ActivityContextCacheData.java,"[{'Syntax': 'getAttachedTimersNode(true)', 'FunctionName': 'getAttachedTimersNode', 'ArgsCount': 1, 'MethodBody': 'private Node getAttachedTimersNode(boolean createIfNotExists) {\n\t\tif (_attachedTimersNode == null) {\n\t\t\tfinal Node node = getNode();\n\t\t\t_attachedTimersNode = node.getChild(ATTACHED_TIMERS_NODE_NAME);\n\t\t\tif (_attachedTimersNode == null && createIfNotExists) {\n\t\t\t\t_attachedTimersNode = node.addChild(ATTACHED_TIMERS_FQN);\n\t\t\t}\n\t\t}\n\t\treturn _attachedTimersNode;\n\t}', 'FileName': '/RestComm/jain-slee/container/activities/src/main/java/org/mobicents/slee/runtime/activity/ActivityContextCacheData.java'}]"
6621cd81cda9bd4817b10f70,eclipse/packagedrone,"private void allocateCharBuffer() {
        if (bufferSize == 0) return;
        
        if (bufferSize > MAX_BUFFER_SIZE) {
            buf =  new CharBuffer(new char[bufferSize], 0, bufferSize);
        } else {
            buf = getCharBufferThreadLocalPool().allocate(bufferSize);
        }
    }",END PWC 6512276,bundles/org.apache.jasper.glassfish/src/org/apache/jasper/runtime/JspWriterImpl.java,"[{'Syntax': 'getCharBufferThreadLocalPool().allocate(bufferSize)', 'FunctionName': 'allocate', 'ArgsCount': 1, 'MethodBody': 'public T[] allocate ( int length );', 'FileName': '/eclipse/packagedrone/bundles/org.eclipse.packagedrone.utils.rpm/src/org/eclipse/packagedrone/utils/rpm/header/Header.java'}, {'Syntax': 'getCharBufferThreadLocalPool()', 'FunctionName': 'getCharBufferThreadLocalPool', 'ArgsCount': 0, 'MethodBody': 'private CharBufferThreadLocalPool getCharBufferThreadLocalPool() {\n        CharBufferThreadLocalPool pool = charBufferPools.get();\n        if (pool == null) {\n            pool = new CharBufferThreadLocalPool();\n            charBufferPools.set(pool);\n        }\n        return pool;\n    }', 'FileName': '/eclipse/packagedrone/bundles/org.apache.jasper.glassfish/src/org/apache/jasper/runtime/JspWriterImpl.java'}]"
6621cd81cda9bd4817b10f71,Unidata/thredds,"public void writeXML(NetcdfDataset ncd, OutputStream os, boolean showCoords, String uri) throws IOException {

    // Output the document, use standard formatter
    //XMLOutputter fmt = new XMLOutputter(""  "", true);
    //fmt.setLineSeparator(""\n"");
    XMLOutputter fmt = new XMLOutputter( Format.getPrettyFormat());
    fmt.output(makeDocument(ncd, showCoords, uri), os);
  }",Write a NetcdfDataset as an NcML - G document to the specified stream .,cdm/src/main/java/ucar/nc2/ncml/NcMLGWriter.java,[]
6621cd81cda9bd4817b10f72,RestComm/jain-slee,"protected ActivityContextInterface getACI(Object activity)
			throws NullPointerException, UnrecognizedActivityException,
			FactoryException {
		if (activity == null) {
			throw new NullPointerException(""null activity object"");
		}
		ActivityHandle handle = null;
		for (ResourceAdaptorEntity raEntity : sleeContainer
				.getResourceManagement().getResourceAdaptorEntitiesPerType(resourceAdaptorTypeID)) {
			handle = raEntity.getResourceAdaptorObject().getActivityHandle(
					activity);
			if (handle != null) {
				ActivityContextHandle ach = new ResourceAdaptorActivityContextHandleImpl(raEntity, handle);
				ActivityContext ac = sleeContainer.getActivityContextFactory()
						.getActivityContext(ach);
				if (ac != null) {
					return ac.getActivityContextInterface();
				}
				break;
			}
		}

		throw new UnrecognizedActivityException(activity.toString());
	}",This method returns the aci for the specified activity if exists it should be invoked by each impl of methods of an ra type aci factory .,container/resource/src/main/java/org/mobicents/slee/resource/AbstractActivityContextInterfaceFactory.java,"[{'Syntax': 'sleeContainer\n\t\t\t\t.getResourceManagement().getResourceAdaptorEntitiesPerType(resourceAdaptorTypeID)', 'FunctionName': 'getResourceAdaptorEntitiesPerType', 'ArgsCount': 1, 'MethodBody': 'public Set<ResourceAdaptorEntity> getResourceAdaptorEntitiesPerType(ResourceAdaptorTypeID resourceAdaptorTypeID) {\n\t\treturn entitiesPerType.get(resourceAdaptorTypeID);\n\t}', 'FileName': '/RestComm/jain-slee/container/resource/src/main/java/org/mobicents/slee/container/management/ResourceManagementImpl.java'}, {'Syntax': 'sleeContainer\n\t\t\t\t.getResourceManagement()', 'FunctionName': 'getResourceManagement', 'ArgsCount': 0, 'MethodBody': 'public ResourceManagement getResourceManagement() {\n\t\treturn resourceManagement;\n\t}', 'FileName': '/RestComm/jain-slee/container/common/src/main/java/org/mobicents/slee/container/deployment/jboss/action/ResourceManagementAction.java'}, {'Syntax': 'raEntity.getResourceAdaptorObject().getActivityHandle(\n\t\t\t\t\tactivity)', 'FunctionName': 'getActivityHandle', 'ArgsCount': 1, 'MethodBody': 'public ActivityHandle getActivityHandle(Object activity) {\r\n\t\treturn null;\r\n\t}', 'FileName': '/RestComm/jain-slee/tools/statistics/ra/src/main/java/org/restcomm/slee/resource/statistics/StatisticsResourceAdaptor.java'}, {'Syntax': 'raEntity.getResourceAdaptorObject()', 'FunctionName': 'getResourceAdaptorObject', 'ArgsCount': 0, 'MethodBody': 'public ResourceAdaptor getResourceAdaptorObject() {\n\t\treturn object;\n\t}', 'FileName': '/RestComm/jain-slee/container/resource/src/main/java/org/mobicents/slee/resource/ResourceAdaptorObjectImpl.java'}, {'Syntax': 'sleeContainer.getActivityContextFactory()\n\t\t\t\t\t\t.getActivityContext(ach)', 'FunctionName': 'getActivityContext', 'ArgsCount': 1, 'MethodBody': '@Override\r\n\tpublic ActivityContextImpl getActivityContext(ActivityContextHandle ach) {\r\n\t\treturn getActivityContext(ach,false);\r\n\t}', 'FileName': '/RestComm/jain-slee/container/activities/src/main/java/org/mobicents/slee/runtime/activity/ActivityContextFactoryImpl.java'}, {'Syntax': 'sleeContainer.getActivityContextFactory()', 'FunctionName': 'getActivityContextFactory', 'ArgsCount': 0, 'MethodBody': 'public ActivityContextFactory getActivityContextFactory() {\n\t\treturn this.activityContextFactory;\n\t}', 'FileName': '/RestComm/jain-slee/container/spi/src/main/java/org/mobicents/slee/container/SleeContainer.java'}, {'Syntax': 'ac.getActivityContextInterface()', 'FunctionName': 'getActivityContextInterface', 'ArgsCount': 0, 'MethodBody': 'public ActivityContextInterface getActivityContextInterface();', 'FileName': '/RestComm/jain-slee/api/jar/src/main/java/javax/slee/EventContext.java'}, {'Syntax': 'activity.toString()', 'FunctionName': 'toString', 'ArgsCount': 0, 'MethodBody': 'public String toString() {\r\n    return ""ComponentTypeInfo: type=["" + type + ""] componentNumber=["" + componentNumber + ""]"";\r\n  }', 'FileName': '/RestComm/jain-slee/tools/slee-management-console/rpc/src/main/java/org/mobicents/slee/container/management/console/client/components/info/ComponentTypeInfo.java'}]"
6621cd81cda9bd4817b10f73,Unidata/thredds,"static public String fqnPrefix(String fqn)
    {
        int structindex = fqn.lastIndexOf('.');
        int groupindex = fqn.lastIndexOf('/');
        if(structindex >= 0)
            return fqn.substring(0, structindex);
        else
            return fqn.substring(0, groupindex);
    }",return prefix name part of an fqn ; result will be escaped .,dap4/d4core/src/main/java/dap4/core/util/DapUtil.java,[]
6621cd81cda9bd4817b10f74,boonproject/boon,"public static boolean insideOf(String start, String inStr, String end) {
        return Chr.insideOf(FastStringUtils.toCharArray(start), FastStringUtils.toCharArray(inStr), FastStringUtils.toCharArray(end));
    }",Checks to see if a string is inside of another,boon/src/main/java/org/boon/Str.java,"[{'Syntax': 'Chr.insideOf(FastStringUtils.toCharArray(start), FastStringUtils.toCharArray(inStr), FastStringUtils.toCharArray(end))', 'FunctionName': 'insideOf', 'ArgsCount': 3, 'MethodBody': 'public static boolean insideOf(String start, String inStr, String end) {\n        return Chr.insideOf(FastStringUtils.toCharArray(start), FastStringUtils.toCharArray(inStr), FastStringUtils.toCharArray(end));\n    }', 'FileName': '/boonproject/boon/boon/src/main/java/org/boon/Str.java'}, {'Syntax': 'FastStringUtils.toCharArray(start)', 'FunctionName': 'toCharArray', 'ArgsCount': 1, 'MethodBody': '@Override\n            public char[] toCharArray(String string) {\n                return (char[]) UNSAFE.getObject(string, STRING_VALUE_FIELD_OFFSET);\n            }', 'FileName': '/boonproject/boon/boon/src/main/java/org/boon/core/reflection/FastStringUtils.java'}, {'Syntax': 'FastStringUtils.toCharArray(inStr)', 'FunctionName': 'toCharArray', 'ArgsCount': 1, 'MethodBody': '@Override\n            public char[] toCharArray(String string) {\n                return (char[]) UNSAFE.getObject(string, STRING_VALUE_FIELD_OFFSET);\n            }', 'FileName': '/boonproject/boon/boon/src/main/java/org/boon/core/reflection/FastStringUtils.java'}, {'Syntax': 'FastStringUtils.toCharArray(end)', 'FunctionName': 'toCharArray', 'ArgsCount': 1, 'MethodBody': '@Override\n            public char[] toCharArray(String string) {\n                return (char[]) UNSAFE.getObject(string, STRING_VALUE_FIELD_OFFSET);\n            }', 'FileName': '/boonproject/boon/boon/src/main/java/org/boon/core/reflection/FastStringUtils.java'}]"
6621cd81cda9bd4817b10f75,oblac/jodd,"public static HttpRequest head(final String destination) {
		return new HttpRequest()
				.method(HttpMethod.HEAD)
				.set(destination);
	}",Builds a HEAD request .,jodd-http/src/main/java/jodd/http/HttpRequest.java,"[{'Syntax': 'new HttpRequest()\n\t\t\t\t.method(HttpMethod.HEAD)\n\t\t\t\t.set(destination)', 'FunctionName': 'set', 'ArgsCount': 1, 'MethodBody': 'public void set(final boolean value) {\n\t\tthis.value = value;\n\t}', 'FileName': '/oblac/jodd/jodd-core/src/main/java/jodd/mutable/MutableBoolean.java'}]"
6621cd81cda9bd4817b10f76,streamsets/datacollector,"public static Map<String, Object> getDefaultValues(Schema schema) throws SchemaRegistryException {
    Map<String, Object> defaultValues = new HashMap<>();
    try {
      defaultValues.putAll(AvroTypeUtil.getDefaultValuesFromSchema(schema, new HashSet<String>()));
    } catch (IOException e) {
      throw new SchemaRegistryException(e);
    }
    return defaultValues;
  }",Helper method to extract default values from a Schema . This is normally done in DataGeneratorFormat validation however we have to do it at runtime for Schema Registry .,commonlib/src/main/java/com/streamsets/pipeline/lib/util/AvroSchemaHelper.java,[]
6621cd81cda9bd4817b10f77,wildfly/wildfly,"@SuppressWarnings(""deprecation"")
    static void addTransformations(ModelVersion version, ResourceTransformationDescriptionBuilder builder) {

        if (JGroupsModel.VERSION_5_0_0.requiresTransformation(version)) {
            builder.getAttributeBuilder()
                    .setDiscard(DiscardAttributeChecker.UNDEFINED, Attribute.STATISTICS_ENABLED.getDefinition())
                    .addRejectCheck(RejectAttributeChecker.DEFINED, Attribute.STATISTICS_ENABLED.getDefinition())
                    .end();
        }

        if (JGroupsModel.VERSION_3_0_0.requiresTransformation(version)) {
            AttributeConverter typeConverter = new AttributeConverter.DefaultAttributeConverter() {
                @Override
                protected void convertAttribute(PathAddress address, String name, ModelNode value, TransformationContext context) {
                    if (!value.isDefined()) {
                        value.set(address.getLastElement().getValue());
                    }
                }
            };
            builder.getAttributeBuilder()
                    .setDiscard(new DiscardAttributeChecker.DiscardAttributeValueChecker(Attribute.MODULE.getDefinition().getDefaultValue()), Attribute.MODULE.getDefinition())
                    .addRejectCheck(RejectAttributeChecker.DEFINED, Attribute.MODULE.getDefinition())
                    .setValueConverter(typeConverter, DeprecatedAttribute.TYPE.getDefinition())
                    .end();

            builder.addRawOperationTransformationOverride(MapOperations.MAP_GET_DEFINITION.getName(), new SimpleOperationTransformer(new LegacyPropertyMapGetOperationTransformer()));

            for (String opName : Operations.getAllWriteAttributeOperationNames()) {
                builder.addOperationTransformationOverride(opName)
                        .inheritResourceAttributeDefinitions()
                        .setCustomOperationTransformer(new LegacyPropertyWriteOperationTransformer());
            }
        }

        PropertyResourceDefinition.buildTransformation(version, builder);
    }",Builds transformations common to both stack protocols and transport .,clustering/jgroups/extension/src/main/java/org/jboss/as/clustering/jgroups/subsystem/AbstractProtocolResourceDefinition.java,"[{'Syntax': 'builder.getAttributeBuilder()\n                    .setDiscard(DiscardAttributeChecker.UNDEFINED, Attribute.STATISTICS_ENABLED.getDefinition())\n                    .addRejectCheck(RejectAttributeChecker.DEFINED, Attribute.STATISTICS_ENABLED.getDefinition())\n                    .end()', 'FunctionName': 'end', 'ArgsCount': 0, 'MethodBody': 'public void end() {\n        this.conversation.end();\n    }', 'FileName': '/wildfly/wildfly/testsuite/integration/clustering/src/test/java/org/jboss/as/test/clustering/cluster/web/context/ConversationBean.java'}, {'Syntax': 'Attribute.STATISTICS_ENABLED.getDefinition()', 'FunctionName': 'getDefinition', 'ArgsCount': 0, 'MethodBody': '@Override\n        public RuntimeCapability<?> getDefinition() {\n            return this.definition;\n        }', 'FileName': '/wildfly/wildfly/microprofile/openapi-smallrye/src/main/java/org/wildfly/extension/microprofile/openapi/MicroProfileOpenAPISubsystemDefinition.java'}, {'Syntax': 'Attribute.STATISTICS_ENABLED.getDefinition()', 'FunctionName': 'getDefinition', 'ArgsCount': 0, 'MethodBody': '@Override\n        public RuntimeCapability<?> getDefinition() {\n            return this.definition;\n        }', 'FileName': '/wildfly/wildfly/microprofile/openapi-smallrye/src/main/java/org/wildfly/extension/microprofile/openapi/MicroProfileOpenAPISubsystemDefinition.java'}, {'Syntax': 'value.set(address.getLastElement().getValue())', 'FunctionName': 'set', 'ArgsCount': 1, 'MethodBody': 'public void set(final Supplier<T> delegate) {\n        this.delegate = delegate;\n    }', 'FileName': '/wildfly/wildfly/ee/src/main/java/org/jboss/as/ee/concurrent/service/DelegatingSupplier.java'}, {'Syntax': 'address.getLastElement().getValue()', 'FunctionName': 'getValue', 'ArgsCount': 0, 'MethodBody': 'public String getValue() {\n            return value;\n        }', 'FileName': '/wildfly/wildfly/sar/src/main/java/org/jboss/as/service/descriptor/JBossServiceConstructorConfig.java'}, {'Syntax': 'builder.getAttributeBuilder()\n                    .setDiscard(new DiscardAttributeChecker.DiscardAttributeValueChecker(Attribute.MODULE.getDefinition().getDefaultValue()), Attribute.MODULE.getDefinition())\n                    .addRejectCheck(RejectAttributeChecker.DEFINED, Attribute.MODULE.getDefinition())\n                    .setValueConverter(typeConverter, DeprecatedAttribute.TYPE.getDefinition())\n                    .end()', 'FunctionName': 'end', 'ArgsCount': 0, 'MethodBody': 'public void end() {\n        this.conversation.end();\n    }', 'FileName': '/wildfly/wildfly/testsuite/integration/clustering/src/test/java/org/jboss/as/test/clustering/cluster/web/context/ConversationBean.java'}, {'Syntax': 'Attribute.MODULE.getDefinition()', 'FunctionName': 'getDefinition', 'ArgsCount': 0, 'MethodBody': '@Override\n        public RuntimeCapability<?> getDefinition() {\n            return this.definition;\n        }', 'FileName': '/wildfly/wildfly/microprofile/openapi-smallrye/src/main/java/org/wildfly/extension/microprofile/openapi/MicroProfileOpenAPISubsystemDefinition.java'}, {'Syntax': 'Attribute.MODULE.getDefinition()', 'FunctionName': 'getDefinition', 'ArgsCount': 0, 'MethodBody': '@Override\n        public RuntimeCapability<?> getDefinition() {\n            return this.definition;\n        }', 'FileName': '/wildfly/wildfly/microprofile/openapi-smallrye/src/main/java/org/wildfly/extension/microprofile/openapi/MicroProfileOpenAPISubsystemDefinition.java'}, {'Syntax': 'Attribute.MODULE.getDefinition()', 'FunctionName': 'getDefinition', 'ArgsCount': 0, 'MethodBody': '@Override\n        public RuntimeCapability<?> getDefinition() {\n            return this.definition;\n        }', 'FileName': '/wildfly/wildfly/microprofile/openapi-smallrye/src/main/java/org/wildfly/extension/microprofile/openapi/MicroProfileOpenAPISubsystemDefinition.java'}, {'Syntax': 'DeprecatedAttribute.TYPE.getDefinition()', 'FunctionName': 'getDefinition', 'ArgsCount': 0, 'MethodBody': '@Override\n        public RuntimeCapability<?> getDefinition() {\n            return this.definition;\n        }', 'FileName': '/wildfly/wildfly/microprofile/openapi-smallrye/src/main/java/org/wildfly/extension/microprofile/openapi/MicroProfileOpenAPISubsystemDefinition.java'}, {'Syntax': 'MapOperations.MAP_GET_DEFINITION.getName()', 'FunctionName': 'getName', 'ArgsCount': 0, 'MethodBody': 'public String getName() {\n        return name;\n    }', 'FileName': '/wildfly/wildfly/sar/src/main/java/org/jboss/as/service/descriptor/JBossServiceConfig.java'}]"
6621cd81cda9bd4817b10f78,deeplearning4j/nd4j,"public List<SDVariable> diff(List<SDVariable> i_v1) {
        List<SDVariable> vals = doDiff(i_v1);
        if(vals == null){
            throw new IllegalStateException(""Error executing diff operation: doDiff returned null for op: "" + this.opName());
        }

        val outputVars = args();
        for(int i = 0; i < vals.size(); i++) {
            SDVariable var = outputVars[i];
            SDVariable grad = var.getGradient();
            if(grad != null) {
                SDVariable gradVar =  f().add(grad, vals.get(i));
                try {
                    vals.set(i, gradVar);
                } catch (UnsupportedOperationException e){
                    throw new UnsupportedOperationException(""Use a mutable list when returning values from ""+this.getClass().getSimpleName()+"".doDiff (e.g. Arrays.asList instead of Collections.singletonList)"", e);
                }
                sameDiff.setGradientForVariableName(var.getVarName(), gradVar);
            } else {
                SDVariable gradVar = vals.get(i);
                sameDiff.updateVariableNameAndReference(gradVar,var.getVarName() + ""-grad"");
                sameDiff.setGradientForVariableName(var.getVarName(), gradVar);
                sameDiff.setForwardVariableForVarName(gradVar.getVarName(),var);

            }
        }

        return vals;
    }",Perform automatic differentiation wrt the input variables,nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/autodiff/functions/DifferentialFunction.java,[]
6621cd81cda9bd4817b10f79,artclarke/humble-video,"protected void validatePicture(MediaPicture picture)
  {
    // if the picture is NULL, throw up
    
    if (picture == null)
      throw new IllegalArgumentException(""The picture is NULL."");

    // if the picture is not complete, throw up
    
    if (!picture.isComplete())
      throw new IllegalArgumentException(""The picture is not complete."");

    // if the picture is an invalid type throw up

    PixelFormat.Type type = picture.getFormat();
    if ((type != getPictureType()) && (willResample() && 
        type != mToImageResampler.getOutputFormat()))
      throw new IllegalArgumentException(
        ""Picture is of type: "" + type + "", but must be "" + 
        getPictureType() + (willResample() 
          ? "" or "" + mToImageResampler.getOutputFormat()
          : """") +
        ""."");
  }",Test that the passed picture is valid and conforms to the converters specifications .,humble-video-noarch/src/main/java/io/humble/video/awt/AMediaPictureConverter.java,"[{'Syntax': 'picture.isComplete()', 'FunctionName': 'isComplete', 'ArgsCount': 0, 'MethodBody': 'public boolean isComplete() {\n    return VideoJNI.MediaPicture_isComplete(swigCPtr, this);\n  }', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/MediaPicture.java'}, {'Syntax': 'picture.getFormat()', 'FunctionName': 'getFormat', 'ArgsCount': 0, 'MethodBody': 'public PixelFormat.Type getFormat() {\n    return PixelFormat.Type.swigToEnum(VideoJNI.MediaPicture_getFormat(swigCPtr, this));\n  }', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/MediaPicture.java'}, {'Syntax': 'getPictureType()', 'FunctionName': 'getPictureType', 'ArgsCount': 0, 'MethodBody': 'public PixelFormat.Type getPictureType()\n    {\n      return mPictureType;\n    }', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/awt/MediaPictureConverterFactory.java'}, {'Syntax': 'willResample()', 'FunctionName': 'willResample', 'ArgsCount': 0, 'MethodBody': 'public boolean willResample();', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/awt/MediaPictureConverter.java'}, {'Syntax': 'mToImageResampler.getOutputFormat()', 'FunctionName': 'getOutputFormat', 'ArgsCount': 0, 'MethodBody': 'public AudioFormat.Type getOutputFormat() {\n    return AudioFormat.Type.swigToEnum(VideoJNI.MediaAudioResampler_getOutputFormat(swigCPtr, this));\n  }', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/MediaAudioResampler.java'}, {'Syntax': 'getPictureType()', 'FunctionName': 'getPictureType', 'ArgsCount': 0, 'MethodBody': 'public PixelFormat.Type getPictureType()\n    {\n      return mPictureType;\n    }', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/awt/MediaPictureConverterFactory.java'}, {'Syntax': 'willResample()', 'FunctionName': 'willResample', 'ArgsCount': 0, 'MethodBody': 'public boolean willResample();', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/awt/MediaPictureConverter.java'}, {'Syntax': 'mToImageResampler.getOutputFormat()', 'FunctionName': 'getOutputFormat', 'ArgsCount': 0, 'MethodBody': 'public AudioFormat.Type getOutputFormat() {\n    return AudioFormat.Type.swigToEnum(VideoJNI.MediaAudioResampler_getOutputFormat(swigCPtr, this));\n  }', 'FileName': '/artclarke/humble-video/humble-video-noarch/src/main/java/io/humble/video/MediaAudioResampler.java'}]"
6621cd81cda9bd4817b10f7a,Unidata/thredds,"public void initOnce(HttpServletRequest req)
            throws SendError
    {
        if(once)
            return;
        once = true;
        log.info(getClass().getName() + "" GET initialization"");
        if(this.tdsContext == null)
            throw new SendError(HttpServletResponse.SC_INTERNAL_SERVER_ERROR, ""Cannot find TDS Context"");
        // Get server host + port name
        StringBuilder buf = new StringBuilder();
        buf.append(req.getServerName());
        int port = req.getServerPort();
        if(port > 0) {
            buf.append("":"");
            buf.append(port);
        }
        this.server = buf.toString();

        // Obtain servlet path info
        String tmp = HTTPUtil.canonicalpath(req.getContextPath());
        this.threddsname = HTTPUtil.nullify(HTTPUtil.relpath(tmp));
        tmp = HTTPUtil.canonicalpath(req.getServletPath());
        this.requestname = HTTPUtil.nullify(HTTPUtil.relpath(tmp));

        if(this.threddsname == null)
            this.threddsname = DEFAULTSERVLETNAME;

        // Get the upload dir
        File updir = tdsContext.getUploadDir();
        if(updir == null) {
            log.warn(""No tds.upload.dir specified"");
            this.uploaddir = null;
        } else
            this.uploaddir = HTTPUtil.canonicalpath(updir.getAbsolutePath());
        // Get the download dir
        File downdir = tdsContext.getDownloadDir();
        if(downdir == null) {
            log.warn(""No tds.download.dir specified"");
            this.downloaddir = null;
        } else
            this.downloaddir = HTTPUtil.canonicalpath(downdir.getAbsolutePath());

    }",Invoked on first get so that everything is available especially Spring stuff .,tds/src/main/java/thredds/server/reify/LoadCommon.java,[]
6621cd82cda9bd4817b10f7b,spring-projects/spring-security,"@RequestMapping(value = ""/secure/deletePermission.htm"")
	public ModelAndView deletePermission(@RequestParam(""contactId"") long contactId,
			@RequestParam(""sid"") String sid, @RequestParam(""permission"") int mask) {

		Contact contact = contactManager.getById(contactId);

		Sid sidObject = new PrincipalSid(sid);
		Permission permission = permissionFactory.buildFromMask(mask);

		contactManager.deletePermission(contact, sidObject, permission);

		Map<String, Object> model = new HashMap<>();
		model.put(""contact"", contact);
		model.put(""sid"", sidObject);
		model.put(""permission"", permission);

		return new ModelAndView(""deletePermission"", ""model"", model);
	}",Deletes a permission,samples/xml/contacts/src/main/java/sample/contact/AdminPermissionController.java,"[{'Syntax': 'permissionFactory.buildFromMask(mask)', 'FunctionName': 'buildFromMask', 'ArgsCount': 1, 'MethodBody': '@Override\n\tpublic Permission buildFromMask(int mask) {\n\t\tif (this.registeredPermissionsByInteger.containsKey(mask)) {\n\t\t\t// The requested mask has an exact match against a statically-defined\n\t\t\t// Permission, so return it\n\t\t\treturn this.registeredPermissionsByInteger.get(mask);\n\t\t}\n\n\t\t// To get this far, we have to use a CumulativePermission\n\t\tCumulativePermission permission = new CumulativePermission();\n\t\tfor (int i = 0; i < 32; i++) {\n\t\t\tint permissionToCheck = 1 << i;\n\t\t\tif ((mask & permissionToCheck) == permissionToCheck) {\n\t\t\t\tPermission p = this.registeredPermissionsByInteger.get(permissionToCheck);\n\t\t\t\tAssert.state(p != null,\n\t\t\t\t\t\t() -> ""Mask \'"" + permissionToCheck + ""\' does not have a corresponding static Permission"");\n\t\t\t\tpermission.set(p);\n\t\t\t}\n\t\t}\n\t\treturn permission;\n\t}', 'FileName': '/spring-projects/spring-security/acl/src/main/java/org/springframework/security/acls/domain/DefaultPermissionFactory.java'}, {'Syntax': 'model.put(""contact"", contact)', 'FunctionName': 'put', 'ArgsCount': 2, 'MethodBody': 'void put(Class<? extends Filter> filter, int position) {\n\t\tthis.filterToOrder.putIfAbsent(filter.getName(), position);\n\t}', 'FileName': '/spring-projects/spring-security/config/src/main/java/org/springframework/security/config/annotation/web/builders/FilterOrderRegistration.java'}, {'Syntax': 'model.put(""sid"", sidObject)', 'FunctionName': 'put', 'ArgsCount': 2, 'MethodBody': 'void put(Class<? extends Filter> filter, int position) {\n\t\tthis.filterToOrder.putIfAbsent(filter.getName(), position);\n\t}', 'FileName': '/spring-projects/spring-security/config/src/main/java/org/springframework/security/config/annotation/web/builders/FilterOrderRegistration.java'}, {'Syntax': 'model.put(""permission"", permission)', 'FunctionName': 'put', 'ArgsCount': 2, 'MethodBody': 'void put(Class<? extends Filter> filter, int position) {\n\t\tthis.filterToOrder.putIfAbsent(filter.getName(), position);\n\t}', 'FileName': '/spring-projects/spring-security/config/src/main/java/org/springframework/security/config/annotation/web/builders/FilterOrderRegistration.java'}]"
